Actual,MLP,RNN,LSTM,GA-MLP,DE-MLP,FPA-MLP,PSO-MLP,WOA-MLP,WDO-MLP,MVO-MLP,EO-MLP,NRO-MLP
1.028571429,4.617728312677954,6.435609717147287,6.014272284793518,5.3492733886371555,5.271859188399051,6.791840933965918,6.560131456877023,6.821733267935894,6.4397945627608975,7.061887336800416,6.344695424920924,6.8414879845303656
10.43285714,6.235395629114732,8.064710339730416,7.137592829572463,7.597158162636008,8.547013379578098,7.655879846203,8.48777307415768,9.17348163547332,8.183420208807465,9.396317405593292,8.056414964201258,9.968742761206636
7.83,8.089647301031242,9.030897262499716,8.63948791049374,8.727225616307976,8.810254212782885,9.430133609074092,10.109679336919196,9.309668534030397,9.464166604244063,10.108293173178103,9.932116925021214,9.771076259742909
2.951428571,10.744913118817001,8.103503018598435,7.5984980331555825,13.21162823791282,11.549182446569187,11.500177967188867,11.12035425348051,12.096388285017824,12.18763980535807,11.252584360809381,12.8255847696649,12.766859925451724
2.13,4.156273209808303,5.224234318987438,5.0975461663442765,5.362579958050706,4.059196135805543,6.638793660810637,5.625017949892297,5.986327107988865,6.1394626128767875,5.779590489137116,6.074207306328662,5.472390651479044
2.072857143,3.7633338928803903,4.738377088369616,4.638002429343672,5.059833888350169,3.2321147531642445,6.235617229463576,4.979881478540118,5.463705161898184,5.75361672190691,5.1573808236172765,5.738745670873536,4.913850156266409
0.481428571,4.664253281225292,6.108941391813353,5.756817923226542,5.8189671400888745,5.642110880462629,7.076375404578795,6.7213038512480985,7.2929407198427425,6.738051295464546,7.235722394646489,6.397473443875363,6.994755504676907
3.5128571430000006,5.414443966791924,6.696706021645823,5.969888632790197,6.531957842461219,6.287497735497898,6.599243710651916,6.825301863231287,7.574486904601816,7.0072432185674325,7.737450974306654,7.207177445822839,8.331517923998257
1.925714286,6.552934912652222,6.5043804311649005,6.057017736470993,8.154475415310479,7.086371424838399,7.765274455811914,7.431333330408447,8.018387355316369,8.088544412892826,7.830456702614213,8.514359436843739,8.559474843669513
4.292857143,5.308405781228057,5.363904773099575,5.066409259086151,7.099984499224495,5.267996626005396,7.030565156819602,6.1746531083220875,6.962391595304887,7.102149486114464,6.468160050412079,7.335795011704548,7.037268312482143
5.587142857000001,5.658856160421095,5.680663413742197,5.53687882488144,7.432622140001359,5.8853709688991165,7.725881572031184,6.79507678737641,7.263930402334172,7.560577016366246,6.80753689078051,7.71952176990633,7.0266946398987935
5.415714286,5.646824586053133,5.6181973128856635,5.602464722050671,7.394408482336463,5.769899843138576,7.936625487093178,6.684362547346294,7.009872505734077,7.5784449972393055,6.5821241670700825,7.750266589192297,6.585308818012903
2.717142857,5.628119288044087,5.844315740920655,5.794204731243775,7.311377530621113,6.146217355825282,8.033410920878163,7.204375729718497,7.434074801561178,7.6624112727645874,7.033392522715159,7.645315945643567,6.88064538986755
3.014285714,6.7521376141815725,5.924893232698112,5.529643307953397,8.863272674567975,6.943432694221853,8.008747600985462,7.2807782594587644,8.204303567576888,8.373410281488669,7.576954286379872,8.806804145379688,8.639462381182149
5.817142857,5.020369565756341,5.604213536580512,5.391247097753959,6.574246254956566,5.3313258051459735,7.194334829712968,6.4906129557858385,6.990671464560956,6.990104868273384,6.633735393098379,6.985619768717238,6.6971659625351165
8.782857143,6.623550782603155,6.846597386793847,6.5854039479584685,8.232326660486716,7.7108804816658525,8.514999366591834,8.355482797779151,8.50167725849588,8.477602265108196,8.257693051838237,8.601302130961798,8.460027499049106
3.86,7.406662871959043,7.553970067280383,7.400521603070527,8.888691013131549,8.799738015870288,9.425092212242829,9.37903402690394,9.11106695986216,9.234590998288152,8.979156855749974,9.382991102907024,8.949422255763627
4.144285714,5.556954708206664,5.98602680903984,5.729015300755532,7.0325909928646135,5.911721510470959,7.430704637440423,6.752806477407807,7.167053088290892,7.332571023085575,6.964115925284817,7.533353078665366,7.194210161483506
7.454285714,5.409270473071704,5.765204779396178,5.6020587401693405,7.008461181818383,5.745466998143897,7.5517015982419124,6.7576370218090736,7.1442482255284245,7.328878000011631,6.795205354894607,7.416173018226645,6.875150316264032
3.898571429,8.300562024783678,7.487251861270247,7.196926447182503,10.368623766382882,9.669764565668293,9.868870129154903,9.88254798278823,10.130987382956672,10.112724979476642,9.673738933584207,10.370374063069924,10.266058661175778
4.497142857,6.134246670660818,7.040420431928864,6.5789193389242175,7.504557941726175,7.453382955306081,7.907046345586508,8.171540730295364,8.395588944648669,7.987172822081742,8.320301994583838,8.008959898507234,8.559834793280249
3.997142857,6.077377489939803,6.693782476340213,6.321481628957845,7.339759417014718,6.733663041702008,7.6853554795386625,7.436335934482368,7.678409562614102,7.715770056359617,7.729618869453595,7.9887078100700855,7.979754567002057
11.08571429,6.095482537393831,6.22111846746565,5.925280580645437,7.800044815137528,6.721990032382434,7.866766564246911,7.408893272066704,7.881166503037371,7.912735614723338,7.533885439556823,8.096349449821147,7.934872492026968
13.95857143,7.241509125459678,7.894806129459448,7.928864203223097,8.310143744681614,9.130138178598964,9.902718610326612,10.02925275445887,9.097080841452554,9.174043427365648,9.164199445302813,9.02530177970653,8.440836137700218
3.322857143,8.01377547229044,8.333521885840991,8.49668061200162,9.04882096022318,9.549600697520463,10.600023229226444,10.174174039006509,9.220421664461576,9.808990557317383,9.44909514089135,9.911779695987173,8.671910061481148
1.822857143,4.867367523029278,5.8023596544050315,5.575532740411112,6.156175338751043,5.261301122321389,7.1006822974316215,6.463222722358937,6.821317280477163,6.7949967849436295,6.641493206675945,6.770855268161693,6.55341051545188
6.148571429,4.294337180929073,5.430230873562214,5.150380109186188,5.49552720089094,4.3712852560408075,6.467771628308076,5.705750301336106,6.269888182506255,6.193845885295646,6.110180136199304,6.178600566078225,6.088989905302613
6.592857143,7.434716061372439,7.871899870498644,7.430262947611575,9.07406255379002,9.431775664342702,9.164762078091057,9.962001691963303,9.83833011446594,9.356093999115886,9.722245476741687,9.349855712449981,9.981385967659406
9.705714286000001,7.1020916170900135,8.894270879564212,8.268691654165725,7.987923647842328,9.20463838312984,8.890148323795119,10.294290792250958,9.647130755285822,8.936851418712783,9.87227193243317,8.884917435821848,9.849711019669584
9.877142857,9.687970215169221,8.878292479387008,8.3900596204167,11.115716976521504,10.585171340192073,10.260726859313953,10.628254873006547,10.701930713096075,10.91801987157488,10.750965378458085,11.677798409506304,11.432359251137655
7.700000000000001,7.567677506308884,7.040307835391463,7.084570961523763,9.35440202863301,8.581217449649568,9.784182799258762,8.80467222287229,8.839147180604169,9.43554859960517,8.51958308602698,9.677792931676008,8.500707145660156
6.642857143,7.1864914441388805,7.09401796959836,6.9618581802908714,8.938474891507108,8.592083174580887,9.316569528251565,9.157973390928326,9.117483451869765,9.144359121071542,8.821260226652502,9.182460609389002,8.840002789606013
4.784285714,6.705555157965491,7.283559967512062,7.005631273605469,8.065650872890266,8.003052589977553,8.651109176996382,8.761496761775103,8.626704944403983,8.534091569755793,8.551822545821926,8.623515404913594,8.577914728255122
9.247142857,6.2658601288819025,7.387303403926366,6.936278150033483,7.486382984809315,7.783057579171366,8.150153612245582,8.603665536158996,8.577688762594676,8.130338909947515,8.591909539326787,8.102829378445115,8.67432205733994
11.45285714,8.393680154147491,8.940351408962162,8.504782805094306,9.70743908386693,10.348023600375523,9.915065724404306,11.168582183387898,10.469849124065936,10.135029640482065,10.46506938376883,10.33093995241751,10.623650559154774
5.652857142999999,9.306650147261042,9.215901302782823,8.897111959800178,10.74806481574216,11.120521266282527,10.737104207133235,11.714498872764768,11.059579717901627,10.976065176398242,10.9700983832909,11.31866045187772,11.179565675114471
8.521428571,6.443511298099391,7.233498119703622,6.869973062304939,7.694867030806128,7.616993116795702,8.25010317987621,8.420493098107666,8.372729191598863,8.211302298948013,8.382944273234424,8.335169481693985,8.478526349149899
35.23428571,6.490656737002477,7.2381042696033475,7.14971836654382,7.601513017471434,7.617922353657002,8.842987153011267,8.568063780968776,8.12729784620111,8.332946211500335,8.211783055609686,8.374057257504075,7.784588555177183
8.371428571000001,17.237185061077827,14.16645863655059,15.202161234231086,18.287903438524975,20.959040946911934,19.484907332670648,18.925467437512946,18.775134087385297,18.848257886113505,18.686429449640453,19.124182800907537,18.362794318352226
8.937142857000001,8.360351579076857,9.000270211393342,8.476148395526579,9.743371626188738,10.499836358664496,9.799920780132188,11.274358787819786,10.630744104455667,10.140677910161854,10.600062206089806,10.296269404023962,10.863632639963267
5.6,8.483733596067255,8.504870027764124,8.092877711547937,9.84156629497376,9.778688036614119,9.682890683549884,10.291166593015213,9.996314773702665,10.009353042268804,10.039679230577477,10.459671402664695,10.38591385068516
42.10714286,6.754410954130361,7.392371833976124,7.000153689940929,8.198019554280501,8.257191694758664,8.553321118235903,8.942742862799534,8.92038235209383,8.607526692117709,8.816197304451743,8.661021159576766,9.004121995741556
43.20857143,28.485839229558692,22.553766778201236,22.50169960192035,30.294259754335275,28.305840120634137,28.57056122073369,37.58070211845211,35.72604677079517,31.942859400373763,34.610349755801906,31.44320493059947,34.476185298168915
27.89857143,21.064230356659735,19.222204924251553,19.91574726103848,20.492479164865227,15.02281339477509,20.19975913815658,22.22631113525745,21.895523595102105,22.037604107544237,21.10929919379401,23.791097198881282,20.359209884369715
1.548571429,14.067443461773758,12.660322155076098,13.241375000466109,15.056877040633195,17.028731932423177,16.246629939482204,16.48754677000299,15.468987074419225,15.697655904439626,15.391009308746288,15.981101202329295,14.857634896748705
7.8014285710000015,4.909446117749331,6.218333289031705,5.7118942836037165,5.937785882080353,5.411648401349617,6.5752351048076125,6.335451237953186,6.9042692084959185,6.597703393631134,7.037920674925437,6.719526618253745,7.277195638672105
10.19714286,9.336641265811114,13.026157820291585,11.810206403699766,10.511829605174057,15.307317685874605,11.560655377766905,10.904892922901244,11.943974642215109,11.642696708606632,13.310389099160506,11.060745897632037,13.836384802243847
13.37714286,19.275832593388802,20.432291012764825,17.074077082652362,21.811552066677443,17.728918213976584,14.066681656073925,23.772295618324453,23.164077528398558,22.11648334021036,17.927685580728312,22.96633120041345,20.70114371733139
2.328571429,9.437002841436584,15.496035025113681,13.976381408617556,8.679466921804112,6.8804221997620205,10.764325373903658,14.400090974506552,12.704939044530047,11.471610855348125,12.510685764054589,11.648969281247409,11.922150793672035
1.801428571,5.9379052691681595,7.72498359132476,6.8229108814048605,5.492185327154008,5.129226745461458,6.031294770097087,6.510453754074117,6.624188441261884,6.486600655119902,9.360011186061971,7.234453495476157,8.75516968368842
5.217142857,7.390497339508411,6.637033425023537,6.0226099790947085,9.703721705069846,8.332015042867113,8.453481794375442,8.574347357499166,9.545479474988127,9.145675814945502,9.0355817011481,9.383639800729739,10.181108862163743
10.18428571,6.147356237934389,7.580306555965098,7.132273832580318,7.151858276324557,7.697876439220631,8.158996763482008,8.693165171142969,8.482532462050617,8.005608335957719,8.60823858979766,7.930513654732557,8.521742561487429
0.972857143,7.56366526349728,9.28769745404306,8.92830754412709,8.204480170838107,9.800662943001122,9.862034777969004,11.238890836636534,9.931824004887757,9.410470465622444,10.20025626224696,9.245749436295677,9.688285706269923
0.59,4.153908286056207,5.8597981612799455,5.359065104324746,4.678590561039258,3.966699916076213,5.785882436653084,5.173772179581892,5.7232328186784835,5.620864708028878,6.456090811613513,5.848062683545256,6.378813347152858
0.0,3.424030967356709,4.519125066782667,4.336136663105709,4.717837749442961,2.7473547029913576,5.785490206706929,4.592143614969049,5.313567224574614,5.414482436228536,4.946675931623013,5.374425792278523,4.852453185961493
0.825714286,5.297149695688108,5.438160603648667,4.965208759963708,7.195655373636513,5.458902939142672,6.789736605030438,6.267351991265158,7.367359091578956,7.1161250962420475,6.853595386149102,7.268339017800001,7.6595822127349695
0.157142857,5.238676410775813,6.523617787459832,5.916023083644352,6.5742192493619305,6.355970716741268,6.926230888497637,6.969376368806041,7.7611833018414105,7.119110304277148,7.707026283607906,7.065565377673255,8.114422818401346
0.727142857,3.828529270368848,5.1876226033315405,4.768336093118525,4.659121214208028,3.3776937809041465,5.523702752765912,4.591938127394408,5.342565468373388,5.382967439624696,5.686859177537202,5.620637722135197,5.816053566496374
11.50285714,3.604601320746318,4.308466460506147,4.173442595895199,5.157365227107485,2.727962067772836,5.918856385249642,4.598115829062131,5.342232326683548,5.610533056170127,4.7948995069394105,5.6429684471729935,4.829576393989512
3.584285714,7.088626815670277,6.583562360225277,6.900645310612947,8.862813832224186,8.00481792726464,9.923035847655177,8.253048880532106,8.13464200996615,9.124196953506416,7.829524298906241,9.22822219265914,7.255040797995504
2.265714286,4.195466320024118,4.77651876894745,4.802683587559297,5.744305958147116,3.771478869998907,6.855048128139954,5.504251374235574,5.850787341153022,6.2969894702298035,5.37039866343499,6.244230192136498,5.002074438443851
0.334285714,4.361174723410186,4.657378945443631,4.568411425763093,6.092833506814756,3.762378618864128,6.630978623569517,5.295569807480057,5.920525874045715,6.342534012593869,5.34295837240364,6.452367283448831,5.444240868988542
5.695714286,3.427371992077401,4.150302818059295,4.021216041996151,5.007943838447327,2.4200408127880237,5.783759411706317,4.441692999209642,5.235310296449265,5.472730765134734,4.625890415475639,5.471058039645804,4.6424520541298495
6.077142857,6.215596479532841,7.145174858379691,6.882024063540269,7.534607925912554,8.045219740552492,8.599662301262429,8.840318786052743,8.73831660841107,8.267205471234089,8.752685663512187,7.965583087369514,8.425383589567549
7.5114285710000015,6.348862014413603,7.186527919073533,6.839814634815492,7.339655757921972,7.010006362199335,7.99471529768246,7.852324041902027,7.775036692910085,7.908838441247263,8.128557906028423,8.21629755474084,8.111118036862331
4.555714286000001,6.5958964386708345,6.528524062637067,6.483065589461588,8.251436403948071,7.346756834597127,8.785563755521336,7.942747353315134,8.034462685107249,8.472291941859147,7.750273704007566,8.652128431555113,7.72997554451674
3.408571429,4.974170096354094,5.281368339451354,5.257074843573774,6.576787439122333,4.854466804621016,7.351963718724322,6.062287939955156,6.396452312879523,6.929202066764739,6.015140988458503,7.045838303064707,5.903329870281486
17.32714286,4.910118128773607,5.651946539104825,5.48811976658673,6.392166514141028,5.382374258380931,7.322145488356871,6.669183388586726,7.069419381122729,6.976450954195513,6.747369252784887,6.823188685538744,6.5563355358240125
2.415714286,10.112833425717024,9.535647716333372,9.744293064803834,11.49145752471262,12.448061601106739,12.447889225001584,12.488310441006773,11.54192678349678,11.921830406129684,11.497038799255135,12.08598497321228,11.041750568919413
